date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:33:27	207842/207842	---M--	200	added ('OK')	image/jpeg	etag:%2222823c2-32be2-5b93398962280%22	https://bendarby.co.uk/assets/img/secrethub-main.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/secrethub-main.jpg	(from https://bendarby.co.uk/work/secrethub/)
14:33:28	285490/285490	---M--	200	added ('OK')	image/png	etag:%2222823ba-45b32-5a3e2d2e96200%22	https://bendarby.co.uk/assets/img/hae-pre.png	D:/NEW/ew4few/bendarby.co.uk/assets/img/hae-pre.png	(from https://bendarby.co.uk/work/hae/)
14:33:29	678242/678242	---M--	200	added ('OK')	image/jpeg	etag:%2222823c5-a5962-5b93398962280%22	https://bendarby.co.uk/assets/img/secrethub-work-1.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/secrethub-work-1.jpg	(from https://bendarby.co.uk/work/secrethub/)
14:33:29	1369118/1369118	---M--	200	added ('OK')	image/png	etag:%2222823b6-14e41e-5a3e2d2e96200%22	https://bendarby.co.uk/assets/img/hae-full.png	D:/NEW/ew4few/bendarby.co.uk/assets/img/hae-full.png	(from https://bendarby.co.uk/work/hae/)
14:33:29	338933/338933	---M--	200	added ('OK')	image/jpeg	etag:%2222823c7-52bf5-5b957e98a46c0%22	https://bendarby.co.uk/assets/img/secrethub-work-3.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/secrethub-work-3.jpg	(from https://bendarby.co.uk/work/secrethub/)
14:33:31	1064117/1064117	---M--	200	added ('OK')	image/jpeg	etag:%2222823c3-103cb5-5b93398962280%22	https://bendarby.co.uk/assets/img/secrethub-preview.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/secrethub-preview.jpg	(from https://bendarby.co.uk/work/secrethub/)
14:33:31	328054/328054	---M--	200	added ('OK')	image/jpeg	etag:%2222823c6-50176-5b93398962280%22	https://bendarby.co.uk/assets/img/secrethub-work-2.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/secrethub-work-2.jpg	(from https://bendarby.co.uk/work/secrethub/)
14:33:31	326329/326329	---M--	200	added ('OK')	image/jpeg	etag:%2222823c8-4fab9-5b957e98a46c0%22	https://bendarby.co.uk/assets/img/secrethub-work-4.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/secrethub-work-4.jpg	(from https://bendarby.co.uk/work/secrethub/)
14:33:31	1298222/1298222	---M--	200	added ('OK')	image/jpeg	etag:%2222823be-13cf2e-5b93398962280%22	https://bendarby.co.uk/assets/img/secrethub-full.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/secrethub-full.jpg	(from https://bendarby.co.uk/work/secrethub/)
14:33:31	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2030%20Jan%202023%2009:03:31%20GMT	https://bendarby.co.uk/work/secrethub/js/vendor/jquery-2.1.4.min.js	D:/NEW/ew4few/bendarby.co.uk/work/secrethub/js/vendor/jquery-2.1.4.min.js	(from https://bendarby.co.uk/work/secrethub/)
14:33:32	217688/217688	---M--	200	added ('OK')	image/jpeg	etag:%2222823ca-35258-5b93398962280%22	https://bendarby.co.uk/assets/img/typography.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/typography.jpg	(from https://bendarby.co.uk/work/secrethub/)
14:33:37	279214/279214	---M--	200	added ('OK')	image/jpeg	etag:%222282399-442ae-5b9339886e040%22	https://bendarby.co.uk/assets/img/colours.jpg	D:/NEW/ew4few/bendarby.co.uk/assets/img/colours.jpg	(from https://bendarby.co.uk/work/secrethub/)
